Sample.Name	Sample.Type	Classification	M243_N.Methyl.Alanine_104_42_qual	M243_N.Methyl.Alanine_104_58_quant	T246_TMAO_76.1_58_qual	T246_TMAO_76.1_59.1_quant	C282_Choline_104_58_qual	C282_Choline_104_60_quant	C178.Cytosine_112.1_69_qual	C178.Cytosine_112.1_95_quant	C242_Carnitine_162.1_103_quant	C242_Carnitine_162.1_85_qual	C261_Creatine_132.1_44_qual	C261_Creatine_132.1_90_quant	T248_Trigonelline_138_92_quant	T248_Trigonelline_138_94_qual	S240_stachyhydrin_144_144_qual.check	S240_stachyhydrin_144_84_quant	H030_Histamine_deriv_247_154_quant	H030_Histamine_deriv_247_95_qual	T230_Taurine_deriv_261_126_quant	T230_Taurine_deriv_261_136_qual	C251_Carnosine_deriv_362.2_207.03_quant	C251_Carnosine_deriv_362.2_269.02_qual	A368_Anserine_deriv_376.1_241.03_quant	A368_Anserine_deriv_376.1_283.03_qual	M262_1.Met.His_deriv_305.1_124.03_quant.must	M262_1.Met.His_deriv_305.1_83.07_qual.must	H102_Hippuric.acid_180.1_105_quant	H102_Hippuric.acid_180.1_77_qual	H096_t4.OH.Pro_deriv_267.1_132_quant	H096_t4.OH.Pro_deriv_267.1_86_qual	M263_3.Met.His_deriv_305.1_168.04_quant.must	M263_3.Met.His_deriv_305.1_212_qual	P265_Phenylacetylglycine..PAG._194.1_76_qual	P265_Phenylacetylglycine..PAG._194.1_91_quant	E035_Ethanolamine_deriv_197.1_136.02_quant	E035_Ethanolamine_deriv_197.1_62_qual	G121_Gln_deriv_282.2_130_quant	G121_Gln_deriv_282.2_84.05_qual	IS_L.Glutamine_288.1_135.1_CE25_quant	IS_L.Glutamine_288.1_89.1_CE38_qual	H163_HArg_deriv_324.1_189.03_quant	H163_HArg_deriv_324.1_84.06_qual	G004_Gly_deriv_211.2_136.03_qual	G004_Gly_deriv_211.2_76.01_quant	IS_Glycine_212.1_136.1_CE25_qual	IS_Glycine_212.1_77.1_CE15_quant	S130_Ser_deriv_241.2_106_quant	S130_Ser_deriv_241.2_136_qual	IS_Serine_244.1_109.1_CE15_quant	IS_Serine_244.1_136.1_CE30_qual	N218_ADMA_deriv_338.2_203.03_quant	N218_ADMA_deriv_338.2_46.08_qual.must	S241_SDMA_deriv_338.2_172.03_qual.must	S241_SDMA_deriv_338.2_203.02_quant	M224_Met.SO_deriv_301.2_237_quant	M224_Met.SO_deriv_301.2_88_qual	C243_Cit_deriv_311.2_159.03_qual	C243_Cit_deriv_311.2_70.07_quant	S205_Sarcosine_deriv_225_136_qual	S205_Sarcosine_deriv_225_90_quant	A364_b.Ala_deriv_225_136.01_qual	A364_b.Ala_deriv_225_90.01_quant	G152_Glu_deriv_283.2_148_quant	G152_Glu_deriv_283.2_84_qual	IS_L.Glutamic.acid_288.1_153.1_CE15_quant	IS_L.Glutamic.acid_288.1_88.1_CE35_qual	A221_GABA_deriv_239_104_quant	A221_GABA_deriv_239_87_qual.must	T183_Thr_deriv_255.2_120_quant	T183_Thr_deriv_255.2_74_qual	IS_Threonine_260.1_125.1_CE15_quant	IS_Threonine_260.1_79.1_CE30_qual	I038..I056_3.IAA_176.1_103_qual	I038..I056_3.IAA_176.1_130_quant	A362_5.AVA_deriv_253_100.02_quant	A362_5.AVA_deriv_253_94.01_qual	P264_Pyrrolidine_deriv_207_114.01_quant	P264_Pyrrolidine_deriv_207_72.05_qual	I079_3.IPA_190.1_130_quant	I079_3.IPA_190.1_172_qual	S212_Serotonin_deriv_312.3_115.09_quant	S212_Serotonin_deriv_312.3_160.04_quant	M177_Met_deriv_285.1_133_qual	M177_Met_deriv_285.1_150_quant	IS_Methionine_292.1_140.1_CE25_qual	IS_Methionine_292.1_157.1_CE15_quant	O089_Orn_deriv_403.2_175.03_qual	O089_Orn_deriv_403.2_310.01_quant	C260_Cortexolone_347.2_109.1_quant	C260_Cortexolone_347.2_311.2_qual	K112_Kynurenine_deriv_344.2_146.03_qual	K112_Kynurenine_deriv_344.2_192.02_quant	T184_Trp_deriv_340.2_146.04_qual	T184_Trp_deriv_340.2_188.03_quant	IS_Tryptophan_348.1_151.1_CE35_qual	IS_Tryptophan_348.1_195.1_CE25_quant	P187_Putrescine_deriv_359.1_114.04_qual	P187_Putrescine_deriv_359.1_266.01_quant	IS_Putrescin_363.1_118.1_CE35_qual	IS_Putrescin_363.1_270.1_CE15_quant	C233_Cysteine_deriv_392_177.06_qual	C233_Cysteine_deriv_392_223.02_quant	C134_Cadaverin_2xderiv_373.1_128.03_qual	C134_Cadaverin_2xderiv_373.1_280.01_quant	S122_Spermidine_deriv_551.2_193.05_quant	S122_Spermidine_deriv_551.2_416.22_qual	T249_Thyroxine_deriv_912.7_731.56_qual	T249_Thyroxine_deriv_912.7_777.53_quant
IS Mix 1	Blank	Block 1.3	2950.235031	N/A	N/A	11656.83393	29310.19337	38843.65247	5852.900542	25469.0732	65453.18784	106339.5719	748.9290199	9.15E+04	17086.40304	8596.042419	479262.9647	16645.29851	1419.921804	1421.854128	1949.020818	26712.41358	3798.038463	7139.031239	844.9029827	932.2180301	1521.236601	383.6105437	2141.518783	15821.49439	2114.963305	1854.221577	3001.090179	1095.42408	7026.089205	2474.059047	3696.269088	5500.336573	1779.756318	299.7216752	172471.8667	142890.3927	1456.370096	N/A	48538.27996	58037.76833	371833.89	393574.1438	1400.229021	2887.946354	4193468.557	1615041.792	719.9031201	211.2670873	686.8182079	1030.574774	10999.23857	736.3913791	1118.015542	566.3128319	575.1226348	226.0418366	335.1340194	1483.467734	414.9751951	1079.908314	1305930.446	379660.9679	137.0729369	797.3313843	15297.61388	6921.305467	8599322.469	3132140.473	827.5150529	12813.40607	843.7715058	322.168114	26879.76423	2079.425267	3273.135068	9754.671784	1834.876731	2067.28867	1274.871931	3717.940865	301237.3034	588532.5741	4342.250324	7065.359284	32046.79362	7602.519525	2006.442938	3678.904755	7268.148708	2769.464876	2979959.704	5854583.608	2531.493199	7000.830714	2241818.186	8020106.546	4612.69795	2752.096243	935.4081906	15623.84976	815.453448	2197.86043	105.2672304	302.5439609
Cal 7	Standard	Cal 2	4296.487888	38680.60106	8971.845473	9759.93	29564.20104	41940.89562	13253.95692	35330.18421	19226.03982	85767.37707	3785.151091	9.25E+03	36985.93155	51456.34549	616286.683	38952.76988	3121.179701	1046.686085	8698.130218	11201.23205	34748.40913	32100.27866	18407.51008	6980.185323	6465.274689	631.9701885	9536.211156	30769.17955	23024.74039	4846.736372	N/A	19012.4319	1874.230205	5914.405111	22466.12085	27271.41821	3428.886471	902.4416813	385611.1635	335662.6044	17133.03358	7405.404528	69386.95785	75720.18785	633516.9934	606801.6985	5881.76862	7589.732312	7007599.423	2605817.982	9005.056823	2102.719638	1315.787799	6687.184507	6788.803889	2802.53618	1223.024147	1177.562557	1972.622901	1625.581604	3940.852847	4037.438333	1620.792597	1285.892119	2252822.694	768322.3167	1506.438305	1015.539502	31908.1764	9815.449355	12806289.45	4617125.95	4067.833823	30990.25002	6422.304424	4168.030433	117073.1423	21180.66311	32967.99472	8175.996629	5661.715911	20268.20341	5593.564358	16392.16705	552848.7588	1047917.714	8352.510677	23612.76076	59653.71523	3950.409236	3994.853855	5703.335535	12992.63494	12945.61471	4869733.061	9638812.096	2426.196201	21462.3082	4150203.387	15134778.04	9795.812207	5212.957421	1762.727544	26484.54554	1672.855986	10422.46385	159.353757	327.9684475
Cal 6	Standard	Cal 2	6570.849677	56916.20849	38838.5299	30848.65778	62892.00117	93608.35438	22406.45519	90467.89387	99637.05698	127544.4302	5741.053704	2.82E+04	101949.3097	50872.83596	1248057.668	116722.5592	170690.0863	104339.2398	29486.31331	17991.68495	16520.02445	35229.1836	42713.3476	24927.33459	33397.6358	6779.978283	32322.66974	40894.28838	75290.74433	30685.28799	47378.8926	93989.84375	4071.892995	17611.47668	39251.86028	44597.23504	10783.17816	6974.513025	414567.2055	388436.0785	88088.21244	46644.64316	77485.11255	100469.9178	704558.8473	698365.988	13685.95625	12941.64459	8471719.961	3494197.046	60285.61315	11065.73456	11606.72736	45638.79629	20636.38627	5962.401303	3017.507447	3772.817088	3774.998569	4470.387859	8298.630225	17086.34595	2819.270653	952.1081035	2409563.671	795755.1994	7053.074747	7016.612481	31905.84517	11726.43366	16280607.03	5894146.167	20676.58273	96065.85728	22598.88567	12861.16696	320417.2787	96810.16565	116963.6989	35136.8027	19769.33338	102904.624	17242.06416	44061.27787	637124.4464	1317837.831	23976.88883	41405.18054	99757.45761	3709.407502	11035.64755	22806.31691	47344.80692	94530.04011	6135768.269	12185724.15	51990.97707	208852.6001	5218912.51	15559481.89	3904.338162	3141.037179	113761.6396	440114.5335	5235.495019	12829.46061	780.2076043	920.1955437
Cal 5	Standard	Cal 2	14286.42071	58967.6665	151626.1907	93591.80308	104208.4098	234974.0267	48836.78568	212382.3763	254088.5629	90922.48654	33601.38769	7.31E+04	273954.3188	124045.8913	3167545.976	319700.7789	493038.8724	307669.9966	66907.23558	29615.50178	42396.65965	78330.43154	121039.8926	76168.86675	91858.13107	23723.36685	83575.38748	71834.8242	188166.9473	78239.69937	141857.6142	256096.0962	16036.43966	40201.59355	130908.2011	130561.3167	27249.19309	25718.0851	409892.5626	361509.5139	277642.7755	153859.9418	108340.2017	154545.3857	678126.5276	690457.0359	35081.15787	29784.09189	7179786.75	2994486.489	176538.1442	21365.81399	37891.39177	143753.7459	64583.32063	23301.66467	14888.3765	9949.407467	9637.508596	21689.94876	27577.78518	48990.97682	6900.924023	4287.215317	2892657.625	890490.1782	22692.35249	19058.14659	67598.59234	25502.6837	13254557.85	4937478.984	47191.09338	255231.0654	83081.05973	38655.21935	964798.3478	275490.6985	299892.1997	60933.59906	60091.97344	402048.7192	50149.75527	99691.10094	553275.1249	1126609.139	54497.7497	118467.0771	95726.07787	28494.65186	43055.63817	46123.12659	126028.5086	240813.9505	5152009.514	9580813.902	150006.7225	529825.1436	4219616.683	14893501.51	11355.22344	6242.39095	257724.2122	669295.9496	10537.93697	12831.35547	1539.069132	3627.706459
Cal 4	Standard	Cal 2	42718.3761	98545.63801	419697.0659	279361.0913	242075.2998	541733.0853	87318.19549	515182.6544	575861.2898	266101.8482	72179.05969	1.94E+05	719738.7946	361184.5625	7156704.899	1046362.254	1094495.134	671777.0691	177296.8324	65571.87723	87646.81921	107129.5642	256658.9464	167704.0272	264562.0616	50586.67238	245568.8344	237808.8818	576642.5488	211795.7949	371496.5684	609203.0356	42591.29766	79024.57148	254815.8844	297010.7074	53547.51514	51350.50862	287375.5826	235557.9598	520660.7841	313146.0136	153648.718	198437.7764	512307.3487	521656.4104	67949.09529	50153.89016	5763288.207	2394195.31	397869.6309	52668.5607	98894.58728	352243.3468	103488.8915	46576.02076	23067.52844	26043.73429	14966.6873	43160.90467	44432.42109	74544.73442	6016.560653	6149.100514	1650918.842	529583.3829	34570.67856	31831.87517	178185.0896	64961.62784	12249903.14	4429096.108	150348.3156	846856.6385	132212.5372	80938.54024	2158333.083	655513.3756	812566.3807	188432.5751	122055.11	719421.8437	120124.7228	241187.7856	468538.0631	957868.2649	95279.84461	212048.2942	128523.3247	27259.21511	81384.29559	127330.2222	272672.1629	626352.4336	4029021.381	8415452.832	479109.476	1558959.316	2749591.501	9257590.125	2200.256172	7299.136991	502079.2882	1815623.695	264510.1302	418144.7037	3720.006797	7920.425179
Cal 3	Standard	Cal 2	124619.735	239928.1118	1151113.472	736024.58	584544.5451	1361636.306	183290.6001	1094379.978	1405223.7	630142.0155	130741.6071	4.84E+05	1612064.016	833599.8735	18276655.02	2560324.592	2980822.006	1756199.608	541638.8884	220968.232	242814.2584	274953.2624	719103.9927	460901.8796	699265.4258	162747.4358	790303.3379	749848.1272	2033457.597	822878.2096	1269454.088	2270988.74	160216.3481	327209.6716	666274.3021	810666.7341	147555.4711	150420.8621	253992.75	214307.4702	1668346.587	799546.1979	296731.5875	415273.2001	419184.0118	374648.7986	178352.36	136587.8646	4655838.895	1806673.722	1407652.517	131302.3413	269206.8946	1038421.592	306141.4065	153377.4314	67620.27948	72528.29989	92714.23352	242529.8518	107467.6508	189244.7661	29006.78337	18298.91705	1416027.772	460511.7884	69538.25284	68561.42784	493996.688	148883.2824	9506253.129	3600310.807	453937.7623	2560687.027	286482.6002	160975.967	6517988.48	2123769.786	3241102.813	568932.4362	435109.2927	2727202.687	308936.7448	675934.9057	414381.6916	806919.2514	180920.1863	444013.6895	346036.1146	129303.6283	295620.6208	422003.2464	936867.1716	2151320.608	4381948.973	8835568.745	1356490.052	4237889.536	2285458.81	7986245.473	14593.54166	6210.588573	1184073.621	4169721.963	1303407.308	1719092.801	14952.35284	25073.41836
Cal 2	Standard	Cal 2	316777.1374	551778.1033	2877017.946	1804025.898	1392591.28	3190522.66	354262.3776	2163545.221	2369101.958	1275380.519	289937.5745	1.14E+06	2658533.267	1473069.723	39660625.73	6157086.949	6990248.453	4418244.815	1731225.909	666930.3716	817403.7731	843585.6621	2386551.115	1590339.468	2462427.453	491041.851	2453563.823	2055961.732	6067569.675	2491537.497	4248867.239	7344492.417	483836.7742	1004617.584	2247153.516	3009243.651	445906.2666	489149.0203	241220.4786	213850.668	4294117.221	2732790.461	974710.403	1230112.352	502872.7527	434344.543	655590.8528	471182.1563	4841912.754	1955855.339	3749521.497	427058.5533	885045.5922	3697960.907	963656.0123	472064.7573	206998.549	240381.1063	126119.028	379450.0231	367844.7679	670195.5578	90625.43831	61722.94385	1295822.66	469417.9125	271938.1514	274343.8922	1731414.144	584705.9756	10955710.57	3722921.794	1449686.418	7597263.113	1088091.882	619145.4982	19396565.25	6635934.198	7970921.965	1698552.591	1736671.542	9943068.596	1005430.311	2265315.01	435499.7297	800714.1281	714907.2324	1719101.042	1072735.823	408561.8173	947894.7148	1135127.889	3135497.914	6564090.154	4418417.575	9294429.653	6122343.114	19565013.36	3285190.832	10902411.78	5980.408412	11816.68284	8435619.989	25179948.21	6582822.002	7661225.366	56279.27713	102102.6434
Cal 1	Standard	Cal 2	428522.5607	1007063.463	5051344.057	3119734.314	1998165.783	4676404.663	743830.1529	4057797.822	2998564.704	1569608.66	615390.1033	2.40E+06	3622444.509	1997054.259	52100862.12	7125672.279	15686411.9	9382243.682	5288198.835	2103862.69	2711968.317	3108544.902	8378129.395	5263421.797	6693607.744	1454034.437	5759527.342	4778010.588	15191410.89	6142890.655	11819935.02	20745831.37	1255016.354	2708766.043	6572631.052	7882259.275	1314798.617	1250069.487	218891.3207	171096.6238	12223427.09	7459506.588	2968761.166	3859046.551	530362.8719	523219.1936	1582632.198	1059401.964	3782991.131	1490534.255	13834174.27	1621704.446	3198300.986	13649184.49	3241336.919	1610260.542	680682.5679	739618.5424	739677.873	2064418.839	1648676.256	3154989.031	342293.3111	219595.8213	1574624.147	538203.9045	1097999.211	1096613.287	4088540.474	1297314.686	7496911.846	2716451.443	3766502.438	20340392.03	4218443.703	2473787.435	55080757.84	17605348.12	22735483.01	4690140.844	5644596.356	33876327.45	2689176.293	6112809.427	347215.4951	712906.645	2498055.838	5390599.369	2791046.676	1281657.167	2106239.03	3331472.345	8667749.009	17614301.36	3221629.653	6954306.6	16431068.06	52790619.38	3101456.86	10042653.01	169620.1739	290290.9984	15318909.08	50974992.32	23757796.87	28769158.88	205358.1819	389317.9691
blank = water	Blank	Block 2.1	2726.880896	126806.1763	1804.790339	42978.5552	86537.84569	40492.64734	2611.560885	8359.171097	57236.66308	88081.76197	1684.797178	1.38E+05	19368.65022	4291.512461	580101.1455	23408.05265	1631.734624	1339.580231	877.7832599	609.9293635	815.8098539	178.51327	235.8456664	531.219114	307.4176191	442.6324268	1309.646562	10792.81752	1809.045692	1714.836123	770.3964731	905.8416553	85.6631163	1770.369972	916.4903115	176.4329904	6072.673167	795.6800077	669.6045189	103.4804845	296.1007612	552.3464427	1148.965552	539.6682987	477.0903621	765.7429431	516.7037217	88.24278014	166.5783924	1703.01152	967.8681957	275.8694222	440.0547723	2118.584188	5213.451339	420.5724309	803.6714262	374.3735411	170.6316549	167.8349802	70.65336987	362.0826681	272.9843771	424.2199001	1448.308636	202.0063431	372.483233	141.9607759	646.1183454	688.51398	1799.953852	1062.506687	968.4400989	39413.72512	1015.250679	390.2972328	22791.16929	7462.111093	12705.06208	4234.48534	2197.787461	25863.89274	2944.415791	2352.096507	2137.68415	2422.300082	1922.511899	1472.155687	4125.071512	5945.11705	2652.168687	6963.952198	5604.710476	11441.16592	4450.478538	7703.693237	14461.75992	38053.2574	3327.349478	7634.920239	1057.937925	645.9033266	6174.545994	16759.37804	24868.89981	36751.69841	1930.112353	2054.176322
MeOH 2	Blank	Block 2.1	4772.676872	N/A	2327.502849	11415.85212	28699.57426	45776.59621	8185.962913	9440.541359	68043.79528	88837.33733	3257.496039	1.10E+05	2317.588359	37230.34578	343152.1565	15864.51985	1111.452704	2033.375132	1187.51674	1178.467982	3235.540455	3021.787103	960.244816	653.4870759	199.1538441	947.5590357	2036.201756	17872.87399	2466.008137	750.8673638	1180.601338	317.7134389	85.61539864	2952.914298	2840.666749	1934.668332	1650.178038	590.752218	253.1133362	78.43125358	N/A	624.4402183	1928.058572	2541.812776	1335.599574	292.4270206	91.79658882	1394.449225	922.7075509	6423.759559	343.4320595	1945.028187	678.3438578	827.5055162	10668.01458	256.8303234	1333.25627	305.7146504	798.7348095	N/A	355.3788881	N/A	955.742944	1009.203982	609.1634254	620.0545309	70.66990979	174.7080416	2527.084098	370.0506828	2736.693545	442.3592563	1488.688509	23546.5353	2159.228526	586.0152137	4217.036772	2398.007417	7001.146792	N/A	4051.674921	9478.572156	420.2904046	N/A	1361.737191	9477.886261	4842.720452	3522.594279	966.5481425	8128.395559	1900.906605	1871.207237	1919.979136	1961.990131	4146.042464	22002.64988	9393.538545	22410.44164	3539.451859	7288.68161	3945.468467	1786.12642	9521.301848	31016.38376	10472.78698	21176.364	479.6852168	379.8643819
QC 2	QC	Block 2.1	143187.8813	147593.4689	179219.4843	103898.3285	685653.5711	1535330.938	9709.370799	32519.9732	488213.9995	518196.0425	106843.2765	4.19E+05	158382.4395	77543.40365	675002.1447	99639.96998	246194.5863	137882.1963	3021365.062	1088475.064	616019.0079	685091.6881	45906.17234	23712.23276	708168.6652	153756.426	1352844.869	1195117.352	12635334.17	5193955.395	556582.1341	1183875.608	148226.9492	294244.0624	43645.38097	55829.26059	13837496.17	13543379.68	772576.2991	672450.4019	274945.8471	191245.5972	20233210.74	25909601.39	1686047.798	1692610.578	3351156.708	2404331.951	13328812.92	5257265.859	453216.3257	63339.24555	81889.608	312276.7679	196685.4388	97700.18212	1197009.035	1287083.948	32438.57847	101893.8587	241775.9488	464851.0434	6319498.077	4150368.567	9787366.421	3097254.66	6100.263195	6497.947584	32164192.6	10403738.72	25404039.62	8997285.505	8834.452236	50555.56108	135549.4655	80028.98933	244248.6649	78395.20701	80391.20906	17762.22244	90688.34137	577725.1472	3720328.304	8075982.902	1074647.646	2171861.007	6611387.5	15703539.54	97574.87916	6059.004607	33519.29748	37615.92282	4439708.749	9069732.357	7666504.436	14881919.87	120581.2497	435930.7155	5935447.075	20219450.34	637051.8653	1031058.838	215769.2335	763340.9032	38200.82571	64133.88749	9353.06309	11430.23164
P45	Sample	Block 2.1	158913.6621	171497.851	75604.70016	41105.1388	694864.8512	1673613.525	12378.97375	37028.30245	807403.0958	848267.4022	300731.7694	7.41E+05	195150.3973	89677.75604	845741.7013	111087.8911	156247.8429	112965.4276	1219070.683	524387.3113	663820.8416	709220.6372	33018.25571	23750.35738	1460111.872	331362.1768	328250.3894	303258.2409	11396786	4569239.343	538934.4179	1579272.825	173130.6539	371002.0805	47378.32424	43183.41492	15731665.66	15877161.71	833573.4289	709589.899	146089.1052	86787.15102	33652717.15	43071611.95	2234025.871	2313034.11	4250714.115	3121440.107	13767543.19	5750293.81	616283.7399	69272.56935	81346.97018	332317.027	281669.8044	115858.4555	1422930.393	1556971.457	14004.67159	54647.45387	57310.44702	124535.2377	9452665.541	6252766.554	9748259.443	3345959.844	13523.67372	7226.283125	32400153.55	10832454.42	27215081.32	10320035.67	6400.540209	27239.48485	272898.4668	152181.0239	169722.0844	58170.38595	72683.43157	43340.03511	69916.50977	458757.1196	3102778.783	6934656.328	1183292.321	2257216.539	6204233.691	14037027.97	104000.5713	1828.013702	26711.02973	40801.09086	4518996.322	9980115.273	7821114.917	15662802.44	116287.3648	367836.2187	6039236.258	21378764.23	810039.0147	1451426.824	424441.854	1584734.653	34437.20412	42385.46792	6649.160963	11716.30571
P74	Sample	Block 2.1	151343.7199	189901.4485	191405.9545	109027.1487	799800.2095	1751647.52	12465.76378	42225.22104	398135.7129	646041.6502	64983.1609	2.62E+05	188584.129	90953.26837	1256186.188	147826.9396	302077.7821	167162.533	3628142.767	1497775.184	1481042.035	1535556.953	61331.30299	47661.26755	1149640.955	238854.3169	4621362.858	4159055.238	14463818.35	6032572.351	730496.4698	1593906.84	49132.59934	123774.5005	109079.7872	139823.1415	13861954.35	14103334.43	1179003.038	1020522.061	773837.2316	470168.2551	21280037.49	26780931.11	1974699.679	2068168.402	4860426.075	3183445.752	18565568.41	7398245.203	788658.7807	86743.90925	135642.5929	601615.6028	300465.9767	134543.4891	2327027.422	2565586.782	32213.30344	136542.8782	448378.2496	824432.0443	5290363.471	3657421.925	14882534.05	5034730.982	16928.85307	10455.03425	61575431.03	20569194.26	35116785.25	12702133.95	12189.42422	70725.40666	144266.8156	69170.65581	412010.718	129879.7249	102580.3586	21282.58022	127084.1767	721340.3572	5059353.864	10814219.81	1455881.673	3161422.581	10282593.5	22292327.32	121160.8137	2925.507601	49451.78678	60838.8804	6065401.907	12534896.7	9944860.699	20225957.92	160457.8057	625144.3464	8601895.377	30313025.7	832330.2171	1377314.701	126691.2119	490180.2772	73153.02439	89018.72192	9515.649564	16342.7407
P59	Sample	Block 2.1	193619.0188	188462.4415	225115.8551	149075.0773	827367.7945	2067456.141	12496.26027	34322.32504	565625.0274	716718.371	84404.67469	3.97E+05	151101.5824	74792.4071	1086980.095	130161.1238	141433.9538	91906.03731	1857049.451	686115.6828	1173827.173	1328508.571	77888.79821	64436.26996	1245237.775	273571.6692	4727007.863	4062451.022	19121537.16	7899690.757	888994.5511	2102347.856	64190.50625	133220.8861	59594.124	54491.23399	15618359.97	16133820.35	1141541.59	1028215.959	513376.3318	315144.6456	24442929.43	33622363.11	2212384.586	2180654.55	4624545.893	3290779.978	18503664.25	7533227.445	945530.2545	118224.8206	117087.8933	525965.5539	305821.9233	165043.0085	1974092.245	2293486.953	51994.63822	199741.577	328904.3918	587155.5837	6532214.779	4407253.98	15290587.17	5141476.436	12118.63358	11360.49097	62037944	18955682.73	36135066.3	13019955.73	5145.332755	30955.88037	185515.7309	107423.2933	588669.4183	177207.0744	234898.7283	83658.82701	61255.41064	423674.2201	5138738.185	10777723.96	1608439.869	3234251.383	13795528.2	29435281.55	135939.117	9414.432967	47380.65902	66978.86801	7234127.589	15384334.3	10381254.39	21245332.62	175067.3246	612818.5342	8921661.56	31611463.85	1235964.812	2042563.222	299033.1894	1084515.678	44151.30787	49633.06838	8880.012384	14409.17238
P87	Sample	Block 2.1	107935.5605	117598.2924	318788.3112	211364.9913	494727.5408	1259646.349	12221.05082	35671.79561	347362.8484	581010.7892	217389.3351	5.40E+05	188877.0987	91981.81376	498512.968	76437.01439	10068.10861	9527.931446	2053931.78	771133.6367	614750.3308	576871.2118	40897.87974	26607.63889	577446.9475	108232.4342	230219.2447	249357.5495	14218750.16	5791371.695	569101.6017	1126638.712	274574.7866	530773.1465	27213.53433	30629.38233	21210309.22	22758913.64	712650.0951	568711.8734	329967.5838	215801.1208	19666147.56	24737558.77	1571986.389	1499895.463	2830197.611	2109224.081	12794816.08	4818354.192	533909.4819	59578.08677	90966.37668	355331.6769	148315.7574	81953.14057	945453.9614	980903.3621	30664.13299	96627.27173	349684.8609	671942.3011	5506063.972	3745317.945	9162611.505	3371697.315	11909.80108	8475.739812	27372806.56	8761796.166	25611691.74	8764531.281	14819.01269	91095.58013	137282.3656	69990.87581	213792.5258	70476.10461	74804.80194	23422.0847	2773.461963	34895.68499	3300995.718	7482537.901	1016337.459	1897506.062	5456263.663	12522057.33	98457.71687	2280.557643	14805.59759	23057.93186	4624417.278	9787468.257	6552735.58	14166575.34	92442.89621	359517.9831	5299389.57	18716079.69	503161.5386	894714.9272	215996.2443	705510.6315	25889.4043	37161.75505	7571.551284	13386.91973
P75	Sample	Block 2.1	201281.495	240897.2332	337376.1855	214216.5277	921313.1399	2164501.309	11180.35614	46237.14333	521784.3945	573108.6248	81935.1206	3.59E+05	180015.1257	83410.10343	1124077.38	123894.5647	113497.937	71787.59175	4914179.821	1989793.867	713817.1241	820894.1792	39457.29794	28744.53349	596900.4064	121422.7616	194179.8524	183771.2211	15091656.7	6108588.772	353988.4601	785540.5279	141571.5803	299783.2974	95907.29679	92646.84152	13305863.88	13280595.29	831241.2849	667705.5378	235466.1158	170423.8019	29029671.64	39575078.2	1939774.965	1936810.914	4318504.279	2878332.669	12528309.25	4646810.386	597750.7747	63672.69174	92632.2683	295553.5294	279506.1569	146787.6741	919021.4832	955857.4858	35199.02765	145304.1664	350956.7546	657131.387	3449825.271	2395164.31	7718563.728	2601594.976	11165.12247	7754.605917	55374220.48	18358998.99	25431561.52	9207866.821	11556.7146	91537.03465	136761.6642	81468.63956	167727.7093	67483.04824	94987.71058	36188.48592	56901.25916	389740.3183	8019593.932	17146493.72	1168651.415	2307224.72	5205112.489	11291068.89	116237.3108	6477.228339	42737.56289	53273.94447	5037935.049	9487803.096	7749399.647	16218185.38	180724.4123	499849.3077	6766027.635	18358365.28	766664.5613	1306306.891	334489.4271	890464.6993	64734.97461	77797.91966	7019.383588	18572.11195
P57	Sample	Block 2.1	90839.71702	79188.57636	267441.566	194588.4741	450802.8778	1126125.304	11439.25644	23469.05945	331514.2152	449062.2885	21082.51123	7.56E+04	81431.16589	63259.7032	775657.0027	65365.87943	303372.7438	197004.2064	2597771.781	1141569.056	879855.4179	953400.939	71767.08218	34174.02038	983994.8573	210632.4675	2677783.049	2448736.877	13811814.91	5911374.967	1091647.254	1885157.981	53914.88289	135954.952	40794.67568	33277.03199	13114530.47	13111667.17	1152688.089	955056.0721	380527.6407	221864.227	16294818.04	21983324	1817019.332	2069897.499	2382487.15	2208307.098	18958541.03	7878231.082	662566.8777	76235.99238	118351.5502	437270.1114	219818.5991	112351.5682	1200675.141	1358388.839	36574.41141	133441.7424	266093.9452	583458.7091	6048222.671	4057709.73	19188408.77	6076675.061	7413.018816	11897.90018	37282365.38	12606999.5	34379387.7	12578748.86	10068.85525	61371.17104	326937.3658	175069.2359	238598.4719	66312.69956	148435.4816	29958.23551	137908.9567	703144.1576	4068853.939	9481972.683	1517256.849	2912893.92	10417235.14	24244980.74	132632.1397	7659.873495	29017.26947	36374.25222	3539593.009	7739552.781	8159134.699	16587293.89	140967.9037	509699.0806	7608682.512	27728306.81	826330.9863	1307610.616	194879.6061	705130.196	34998.83411	54245.09847	8762.034646	16102.75671
